4,2,12,11,14,1,37/50
0,8,16,6,2,7,9/25
13,9,14,13,6,4,17/25
1,16,3,2,10,12,1/10
10,15,11,12,14,16,8/25
3,7,10,6,13,3,2/25
6,15,2,5,7,16,3/5
10,3,5,0,16,0,9/10
16,2,3,7,11,11,97/100
13,2,15,13,12,13,13/20
11,1,10,10,13,12,3/10
8,15,14,6,15,5,8/25
2,12,8,0,1,8,73/100
2,1,11,0,12,13,1/20
3,3,1,4,7,11,29/50
2,5,4,13,2,16,2/5
1,9,10,16,6,13,47/100
7,9,1,16,11,11,3/20
14,1,4,13,9,15,0
4,0,16,14,6,1,17/20
10,14,13,9,15,4,13/100
0,4,0,5,14,15,18/25
15,8,5,14,9,5,4/5
3,0,14,0,16,16,7/25
13,15,13,6,16,6,1/20
2,7,15,8,14,7,1/100
8,6,3,7,9,8,3/20
13,7,13,3,16,0,83/100
12,4,16,13,10,12,7/10
9,10,15,15,15,12,1/100
10,3,2,6,12,1,49/100
11,11,0,8,8,3,9/100
14,9,16,11,2,5,19/50
1,11,1,3,4,8,1/50
2,12,10,15,9,6,9/50
8,6,16,14,10,8,21/50
14,4,14,8,15,11,53/100
2,3,3,4,4,12,27/100
10,5,4,14,3,3,1/100
11,1,5,7,16,0,11/25
6,11,6,7,4,12,27/50
4,7,9,9,14,2,3/25
5,12,3,4,3,8,87/100
4,8,16,4,14,2,8/25
7,4,9,3,13,9,53/100
5,9,9,11,14,1,49/100
1,3,15,12,15,4,17/100
9,11,16,9,5,10,31/50
3,7,15,2,6,12,19/100
4,3,0,15,10,16,23/25
8,11,10,13,15,0,1/10
3,11,12,13,12,6,3/10
8,10,13,5,13,9,1/100
10,13,14,11,13,5,99/100
0,2,3,10,13,7,31/100
12,6,11,4,14,1,9/25
2,12,6,12,11,8,33/100
16,2,12,10,16,10,1/5
13,3,5,3,14,14,17/50
9,9,12,2,11,13,13/50
11,6,15,1,0,1,4/5
1,5,5,12,12,8,9/100
1,10,15,10,1,0,67/100
4,11,7,6,16,4,43/50
16,2,5,6,11,8,69/100
2,3,13,4,10,1,29/100
5,4,0,1,1,12,17/100
15,12,10,16,7,15,3/4
16,0,6,5,7,4,1
4,0,6,0,8,6,12/25
6,14,7,6,2,7,7/20
11,3,7,8,1,14,73/100
14,14,0,8,16,2,79/100
5,10,5,12,14,13,71/100
5,4,9,6,8,16,21/50
9,16,2,8,8,12,13/20
5,13,15,9,13,16,39/100
13,8,0,15,15,3,9/10
0,9,14,4,11,14,97/100
2,16,0,9,7,9,77/100
6,8,11,8,16,5,4/5
11,1,13,3,16,12,49/50
3,12,12,10,1,7,47/100
4,1,11,9,2,1,89/100
9,16,0,11,11,1,3/20
2,9,0,8,10,7,22/25
12,6,16,15,5,11,3/25
12,4,8,2,11,7,57/100
14,1,14,3,6,9,12/25
5,12,0,11,5,15,14/25
10,13,16,6,9,11,33/100
14,2,5,12,6,5,9/10
0,15,6,5,1,9,43/100
15,6,4,1,9,4,3/20
10,4,1,11,15,10,57/100
5,5,8,9,10,15,7/50
0,14,3,0,14,11,7/25
0,13,12,4,8,9,23/100
15,1,4,5,8,10,23/50
4,14,12,6,0,4,3/5
3,9,5,5,4,4,47/50
12,3,12,2,11,8,37/100
4,10,4,4,7,2,4/5
6,5,14,15,11,15,1/10
1,8,5,3,12,14,4/5
13,12,9,8,12,10,13/50
3,14,7,15,9,4,22/25
14,16,0,6,16,14,47/50
5,16,7,12,10,6,63/100
11,7,3,14,13,2,2/5
14,7,11,11,13,6,77/100
0,0,4,3,11,0,3/50
16,16,5,10,3,1,99/100
5,5,11,2,12,2,51/100
9,4,12,13,14,0,33/100
9,0,4,12,14,14,19/100
4,10,14,7,3,14,51/100
0,5,7,4,14,6,17/25
5,0,0,8,2,8,23/100
5,5,16,0,7,1,61/100
1,16,5,12,11,14,14/25
14,5,2,5,6,13,1/5
15,3,0,11,1,3,6/25
2,10,2,4,0,13,9/10
0,13,13,9,6,2,39/50
4,1,3,16,12,13,22/25
3,15,15,10,0,15,13/25
2,16,6,8,6,16,1/5
0,3,12,9,3,3,17/25
9,2,15,4,12,12,13/50
14,10,9,10,8,11,21/25
12,12,1,16,2,13,21/50
0,0,2,7,4,7,1/25
11,7,5,1,14,9,9/100
0,5,15,8,9,9,29/100
3,9,3,5,4,10,1/5
11,2,7,5,12,14,16/25
9,6,10,12,15,7,41/100
0,5,6,14,7,2,59/100
12,2,12,4,14,13,11/20
16,2,16,11,0,2,47/50
3,1,4,4,5,12,29/50
8,1,11,10,7,14,11/50
14,10,4,1,4,14,23/100
11,8,7,1,9,5,9/50
1,9,1,2,2,16,13/50
0,9,2,15,12,13,93/100
15,16,13,3,12,13,47/50
16,15,16,4,4,10,97/100
9,8,8,13,14,7,57/100
2,0,0,9,11,14,43/50
5,15,4,2,2,1,12/25
6,1,14,7,13,14,31/50
4,15,6,4,11,5,57/100
7,12,11,11,14,6,97/100
1,16,11,8,8,8,22/25
13,9,16,3,1,16,4/5
12,4,9,1,5,10,3/10
3,10,8,11,9,1,2/5
8,5,8,13,5,15,91/100
3,14,14,15,2,10,31/100
5,4,14,6,11,3,7/100
14,7,14,7,2,7,67/100
13,9,13,12,13,9,23/100
3,10,13,9,11,0,29/100
5,5,13,5,15,11,23/25
1,7,16,9,10,7,3/4
2,10,2,11,10,15,51/100
14,3,15,9,4,3,37/100
11,10,4,11,14,16,29/50
14,11,1,4,3,5,27/50
11,6,9,15,3,11,14/25
3,11,13,6,9,5,4/5
14,7,14,10,14,7,49/100
8,10,1,10,10,13,7/50
12,9,2,13,16,3,18/25
3,12,6,0,7,14,1/50
11,0,13,1,8,7,1
4,8,1,0,16,0,9/25
10,16,14,14,11,13,3/10
13,12,6,15,1,16,21/100
11,5,14,13,6,15,16/25
11,9,8,12,14,5,13/25
0,14,16,9,11,11,21/100
15,14,4,16,16,1,6/25
0,7,14,1,13,9,3/50
5,10,16,5,5,12,61/100
14,1,11,14,10,14,39/50
0,13,1,15,2,9,2/25
9,15,2,6,14,10,53/100
5,4,5,12,1,8,9/20
4,0,12,4,15,2,18/25
5,1,2,11,10,12,83/100
6,1,8,15,6,7,19/25
3,11,12,0,12,6,1/25
1,12,8,0,13,3,89/100
10,6,11,10,11,3,51/100
11,14,11,8,0,4,61/100
8,0,13,6,11,6,1/20
14,3,15,9,13,12,3/50
10,11,6,12,11,14,17/100
10,0,1,3,4,16,27/50
3,1,8,9,15,0,3/25
4,5,1,5,13,4,3/5
0,5,11,6,15,6,6/25
3,15,14,6,1,8,9/10
2,14,14,15,11,15,4/25
5,7,7,11,5,8,53/100
10,10,3,9,9,16,11/100
13,15,4,14,7,14,51/100
3,8,15,8,13,7,11/20
6,2,10,7,16,5,97/100
8,1,16,16,12,10,3/5
12,13,12,6,14,1,27/50
2,10,9,6,1,8,17/25
11,13,2,11,2,4,24/25
3,7,9,14,3,3,13/100
0,0,10,3,4,13,13/20
2,16,10,13,0,12,17/50
3,0,8,11,10,6,47/100
9,4,3,11,7,0,7/50
12,7,9,2,6,16,39/100
12,9,8,14,10,5,81/100
3,4,11,14,2,7,24/25
8,3,7,7,15,8,19/20
9,9,8,14,6,9,12/25
8,4,3,8,15,2,43/100
1,9,12,1,4,8,7/10
11,9,4,1,2,14,1/50
7,3,12,5,10,12,9/100
16,4,11,0,13,16,19/25
3,13,1,8,12,15,4/5
11,6,11,5,0,14,69/100
13,2,10,5,2,6,47/50
12,11,11,16,10,2,47/100
3,3,14,16,8,13,69/100
0,14,6,16,16,14,1/2
2,8,9,13,9,6,9/20
6,15,14,2,13,9,7/100
1,1,15,16,15,3,6/25
5,5,11,13,12,3,31/50
7,8,3,13,4,12,4/5
13,11,2,15,12,9,93/100
10,0,14,1,4,2,7/25
3,2,5,12,14,14,19/25
9,2,13,2,9,7,3/10
1,6,4,0,6,16,21/100
12,7,11,6,6,2,53/100
7,11,1,15,0,1,9/50
15,1,6,15,8,16,8/25
1,16,9,6,10,14,3/10
14,1,12,15,13,11,51/100
5,6,13,10,15,10,59/100
10,16,7,14,6,11,1/10
10,8,11,13,11,8,23/50
6,8,13,4,8,3,2/25
14,7,6,12,15,13,37/50
16,2,8,5,11,8,83/100
5,7,4,4,3,8,3/20
1,8,3,9,2,8,3/20
15,15,14,4,4,3,49/50
2,0,1,3,11,3,2/25
4,13,10,14,0,1,1/25
5,11,5,5,4,12,1/2
4,13,16,12,9,9,91/100
7,13,2,13,4,5,39/50
6,11,10,16,1,3,2/25
14,2,8,16,12,1,79/100
1,16,0,14,14,2,3/20
2,5,12,0,16,1,17/100
11,5,3,15,5,16,9/20
12,9,8,2,12,16,6/25
1,16,10,13,11,7,3/4
14,16,3,8,3,3,11/50
7,2,4,3,2,7,43/50
9,7,10,6,6,2,3/25
6,6,5,14,14,1,63/100
14,12,2,10,4,8,4/5
15,2,14,15,3,14,3/20
16,8,1,12,5,6,9/100
16,7,4,8,5,2,19/50
0,9,2,2,10,6,49/100
10,9,10,12,15,2,1/5
3,2,11,6,9,12,3/100
6,12,13,7,15,10,1/100
13,1,14,9,0,14,19/20
11,8,12,15,5,16,1
8,0,2,7,5,15,1/5
7,0,2,5,15,15,49/100
5,13,12,14,2,7,14/25
3,10,0,3,9,8,7/25
11,0,12,13,13,0,19/25
1,13,11,10,3,15,39/100
2,14,6,2,5,3,1/10
6,4,15,14,6,6,9/25
16,1,12,8,10,10,33/50
15,2,12,2,3,0,11/25
11,2,9,16,11,7,16/25
16,11,9,7,3,11,41/100
6,9,4,16,7,15,3/5
14,12,2,11,7,1,3/10
12,14,4,16,16,15,89/100
15,0,16,6,10,15,18/25
10,2,3,13,9,12,24/25
15,1,8,16,4,11,93/100
5,3,7,15,16,2,33/50
10,7,13,15,16,4,67/100
11,7,9,3,11,0,73/100
8,14,15,15,8,11,63/100
7,9,9,13,1,2,49/100
5,0,16,11,10,2,33/50
4,5,7,1,9,5,47/50
5,0,14,1,3,5,73/100
14,10,14,1,12,16,7/20
2,14,15,16,9,0,37/100
8,12,7,3,3,9,7/100
3,11,14,0,1,1,13/100
7,13,14,7,11,16,16/25
11,4,10,6,15,4,89/100
4,12,16,15,7,2,13/50
11,5,1,12,12,7,7/10
14,14,12,8,4,1,3/25
16,10,13,2,16,15,1/50
11,8,3,8,13,13,31/50
14,3,11,13,3,8,6/25
15,12,7,1,0,5,1/2
15,9,0,9,8,16,31/50
3,15,15,15,11,15,83/100
13,12,0,14,9,8,79/100
5,15,2,16,14,12,43/100
8,16,9,16,2,12,43/100
0,8,1,12,0,9,37/100
7,1,8,10,15,10,7/10
5,1,8,14,14,9,1/2
9,9,12,2,15,1,16/25
11,10,9,11,14,2,79/100
7,1,8,9,0,9,89/100
5,2,14,5,1,12,7/20
1,3,2,1,11,15,9/20
10,10,3,14,10,13,17/20
15,3,8,2,11,8,1/10
13,16,1,14,15,14,1/4
0,5,11,8,11,14,8/25
3,9,3,9,2,13,93/100
14,11,12,7,4,6,73/100
15,7,13,1,2,13,3/20
10,0,4,10,8,2,11/50
2,16,3,6,13,5,39/50
10,1,3,13,2,10,21/50
4,8,3,10,5,15,3/20
2,2,1,16,9,14,49/50
10,2,13,3,7,11,97/100
13,2,15,0,11,16,37/50
16,12,1,14,1,5,19/100
15,3,12,12,0,2,37/100
8,0,10,14,8,1,3/100
6,11,11,2,15,1,9/50
11,13,16,7,14,11,3/100
13,9,0,15,6,10,7/10
6,1,14,9,7,12,29/100
4,10,12,9,15,12,31/50
13,9,9,10,11,7,16/25
14,2,16,9,13,0,41/50
7,12,14,16,0,6,13/20
6,6,13,13,13,12,22/25
8,5,0,12,16,3,11/100
7,14,3,15,2,0,6/25
13,15,15,6,0,1,19/25
1,16,7,9,15,14,24/25
14,9,12,7,10,12,16/25
4,5,1,16,8,11,4/5
6,7,15,1,14,0,27/50
5,3,14,1,1,9,77/100
13,16,2,4,2,16,3/100
8,8,16,15,7,16,7/100
15,15,6,16,3,4,3/50
4,3,4,2,4,9,27/50
0,12,16,5,8,16,61/100
4,11,15,1,7,2,77/100
14,16,7,6,6,8,91/100
6,14,14,9,5,11,9/25
6,14,10,6,12,16,97/100
16,8,9,2,2,16,14/25
14,6,9,3,10,13,31/50
6,3,12,10,7,0,7/10
10,6,4,4,11,7,14/25
7,10,11,16,4,14,7/50
15,5,10,2,6,13,49/100
12,5,1,16,13,8,67/100
6,11,14,8,5,7,1/5
6,13,0,10,3,2,33/100
9,6,5,6,2,10,91/100
1,14,2,4,0,10,29/50
16,4,10,14,3,14,83/100
3,2,7,5,16,16,69/100
14,3,2,13,9,3,2/25
16,6,11,0,9,2,3/5
2,9,7,14,0,13,4/25
7,1,6,9,11,4,89/100
2,8,13,5,6,6,17/20
11,15,9,3,3,3,9/100
8,9,10,15,13,2,37/100
2,16,6,6,0,7,49/50
0,12,11,8,9,16,31/50
8,3,8,9,6,4,31/100
12,14,15,9,12,3,4/25
8,7,15,9,8,10,99/100
12,11,10,2,1,9,9/20
5,10,8,16,9,3,13/100
7,12,10,9,4,10,17/20
16,16,8,14,11,14,1/2
3,11,11,6,8,9,53/100
5,12,0,0,8,2,7/50
9,0,11,10,4,13,3/100
15,9,5,14,6,1,17/25
8,16,2,1,15,1,1/10
14,1,15,4,12,8,77/100
11,12,0,16,11,7,1/50
8,9,8,15,7,15,4/25
11,2,13,12,0,8,9/100
15,13,13,12,7,15,11/25
11,12,11,1,13,0,71/100
15,5,9,2,8,3,91/100
3,0,9,15,10,0,33/100
13,5,1,2,6,12,1/2
12,16,10,13,8,8,31/50
0,13,7,6,11,4,77/100
5,7,16,3,15,0,9/20
9,16,7,13,14,9,73/100
8,2,9,9,11,2,2/25
12,7,11,13,5,15,21/100
6,0,7,9,11,9,4/25
5,0,12,15,3,6,39/100
3,14,5,3,11,11,37/100
16,0,15,2,0,13,53/100
5,11,1,3,7,12,13/25
7,8,6,3,2,14,1/5
7,10,1,7,10,14,59/100
2,11,12,16,14,1,57/100
4,5,2,2,0,13,6/25
8,3,6,7,15,15,11/50
13,16,4,4,12,13,43/50
4,13,13,11,11,14,7/25
7,7,1,9,9,13,91/100
3,6,12,8,13,16,43/50
8,14,4,4,2,13,63/100
5,4,2,12,3,1,67/100
9,11,7,15,6,10,0
2,1,2,9,3,10,21/100
8,6,5,13,16,15,27/100
5,13,10,4,13,12,7/20
8,2,16,12,1,15,9/25
15,7,13,0,13,16,1/4
5,15,4,14,3,7,33/100
0,8,2,8,5,4,49/100
13,7,9,15,8,2,17/25
4,3,1,13,13,5,49/100
12,0,10,7,15,11,1/20
10,13,5,9,5,14,61/100
10,4,1,6,3,6,69/100
15,2,9,10,14,16,87/100
15,8,14,6,3,8,2/5
1,15,12,0,7,2,39/100
7,3,4,0,2,14,33/100
15,13,8,5,3,4,3/10
12,5,3,13,8,2,79/100
4,3,7,4,8,10,21/100
1,4,12,3,16,0,49/100
7,13,1,12,3,0,7/20
8,0,2,6,8,12,31/100
0,12,16,1,5,8,3/5
1,13,2,15,7,13,21/100
13,0,5,2,1,8,97/100
10,5,7,15,14,15,33/100
7,14,11,2,11,1,63/100
6,6,16,14,4,10,49/50
6,11,15,8,14,11,9/25
10,0,16,14,9,10,61/100
13,15,4,10,10,6,0
5,13,6,13,9,2,19/20
5,7,15,6,4,3,47/100
13,16,6,7,2,9,9/25
5,6,1,15,12,9,9/20
15,11,5,10,12,11,13/25
10,6,14,4,6,0,7/10
10,9,8,2,1,14,9/10
7,14,6,11,16,4,14/25
2,15,5,0,7,11,93/100
11,1,9,16,15,9,29/100
6,11,1,10,15,16,23/50
7,3,10,4,2,2,3/5
1,0,3,4,1,11,43/100
16,4,3,12,4,12,23/100
1,6,2,1,2,4,9/50
4,2,3,8,6,9,43/100
13,0,8,3,4,9,3/100
5,8,1,4,6,6,11/50
4,1,11,10,3,3,83/100
12,2,5,4,4,16,51/100
5,4,15,0,0,12,7/50
15,11,7,1,13,16,67/100
4,8,6,4,8,4,21/25
6,6,16,7,10,7,27/100
9,12,10,12,13,1,1/20
15,1,1,8,5,10,9/10
4,11,4,14,4,2,9/100
8,4,6,4,13,10,21/25
9,4,9,5,11,10,1/4
16,7,14,16,7,9,12/25
10,2,15,12,9,9,14/25
10,8,0,13,16,12,3/25
8,2,15,8,4,1,13/20
0,4,2,12,6,1,1/2
4,8,5,7,6,4,47/50
5,0,1,2,9,0,1/5
0,0,10,8,3,5,31/50
9,5,2,13,3,12,43/100
12,3,6,4,13,10,63/100
11,15,5,2,12,5,7/100
8,10,2,9,5,8,2/25
9,3,10,4,10,16,22/25
8,9,11,7,9,5,37/100
9,7,14,2,0,13,41/100
5,7,0,3,10,9,9/25
8,10,13,1,15,11,11/25
12,12,15,9,16,14,7/100
12,2,9,15,3,0,89/100
1,12,8,15,13,15,37/50
9,13,1,2,14,0,53/100
16,0,4,0,4,5,73/100
4,15,10,12,6,6,19/25
9,2,10,9,9,6,9/100
12,10,1,6,15,10,79/100
0,13,10,11,7,7,77/100
10,10,4,16,15,16,7/100
7,5,10,11,2,14,2/25
16,3,14,6,8,2,0
11,16,10,10,2,16,43/100
5,12,15,12,11,3,7/100
1,1,5,15,10,6,47/50
14,3,3,16,12,6,6/25
14,10,0,7,14,11,9/25
7,8,11,16,8,12,3/5
12,7,0,3,5,2,3/20
14,10,10,13,13,1,43/100
11,16,6,10,6,3,3/20
12,15,3,8,4,13,93/100
1,8,10,4,12,7,93/100
0,3,3,9,9,2,69/100
9,1,2,5,8,4,1/5
9,8,12,2,14,6,6/25
12,13,14,15,0,9,1/10
9,0,2,15,11,2,12/25
11,3,6,3,13,16,9/25
10,10,1,7,9,16,19/100
5,16,9,10,13,2,41/50
12,12,8,12,10,11,4/5
16,12,6,5,13,2,33/100
14,14,2,12,14,0,37/50
1,3,2,1,13,2,39/50
6,11,0,2,14,9,47/100
6,15,11,9,4,0,33/100
8,2,6,0,8,15,39/50
3,6,12,0,8,1,2/25
3,15,1,8,11,14,9/50
14,15,3,0,14,9,7/25
10,3,5,3,2,0,7/10
4,6,16,6,14,10,37/50
6,11,15,2,5,6,13/25
5,14,9,0,12,14,12/25
6,2,5,5,10,16,11/100
8,12,0,15,9,12,6/25
11,16,12,7,5,11,9/25
7,0,3,13,1,4,19/20
14,1,15,12,9,4,7/10
1,0,6,15,2,15,22/25
11,12,0,2,6,6,1/100
2,14,11,8,8,15,27/50
13,10,1,14,5,10,23/100
13,16,7,14,16,16,99/100
6,0,7,10,15,5,57/100
16,13,10,9,2,9,67/100
9,12,13,10,9,6,9/25
2,1,12,14,10,4,3/50
15,0,10,15,9,9,7/50
6,1,10,15,2,2,4/5
5,4,13,15,2,11,3/4
9,6,8,12,5,2,1/5
12,4,14,15,5,14,13/50
9,5,1,11,11,13,91/100
0,8,7,11,14,6,6/25
16,6,2,0,0,10,7/10
10,12,15,5,13,11,2/25
14,5,15,10,13,11,79/100
16,2,4,13,13,15,83/100
5,5,12,11,8,0,1/20
15,10,0,10,14,13,21/50
4,7,4,12,12,2,18/25
15,14,6,9,3,3,29/50
3,0,0,6,4,15,1/20
9,13,15,15,10,10,7/10
8,5,2,5,5,4,1/4
0,12,15,11,10,5,9/20
15,6,3,6,9,11,49/100
8,14,2,12,2,7,13/25
11,13,12,4,9,1,1/20
15,4,9,5,11,4,11/50
9,4,2,13,6,9,73/100
11,2,10,14,16,15,99/100
3,13,7,4,9,3,1/2
7,8,14,1,5,7,17/100
3,1,7,5,8,1,4/25
12,3,10,11,14,4,93/100
11,15,2,9,0,2,27/50
8,16,5,3,8,14,3/10
10,14,1,9,0,6,9/10
6,1,14,16,0,12,21/25
3,10,8,4,2,3,2/25
16,4,15,4,1,2,23/50
7,10,5,7,13,9,81/100
14,15,7,1,2,16,17/20
14,6,15,11,10,16,21/25
8,2,11,8,3,4,21/50
4,6,9,6,2,4,3/5
16,3,7,15,2,1,69/100
10,12,4,13,0,0,1/10
12,2,7,11,13,4,41/100
0,16,13,4,2,0,63/100
11,12,5,3,4,10,37/100
6,10,13,9,5,11,91/100
14,15,7,5,0,12,9/20
15,7,14,1,5,15,19/20
6,7,9,14,7,9,3/100
10,4,0,5,14,6,13/100
8,2,8,8,15,11,49/100
10,1,5,12,3,8,13/25
15,2,13,15,10,8,1/2
14,3,1,16,8,12,69/100
0,10,15,12,3,0,67/100
9,3,16,2,4,4,12/25
7,0,10,11,5,9,13/20
14,15,13,9,15,6,0
5,15,0,0,4,3,3/25
5,11,6,14,0,16,11/20
6,12,15,9,8,6,71/100
14,8,4,15,9,0,87/100
3,3,7,14,6,15,7/10
12,3,4,12,12,7,4/5
9,4,4,0,7,14,77/100
1,7,5,6,9,3,37/100
10,16,12,16,0,4,47/100
10,4,7,8,5,10,49/50
16,1,4,2,6,3,17/20
8,13,3,3,5,9,1/50
2,6,16,14,6,16,3/5
15,12,2,8,0,10,19/100
9,9,1,11,2,5,1/50
11,6,8,5,15,11,81/100
14,4,9,9,9,12,57/100
4,6,8,1,0,4,53/100
5,4,12,3,2,6,27/50
13,3,10,2,0,5,9/50
4,12,9,2,12,11,17/50
14,14,15,10,5,14,7/25
2,1,9,3,4,15,9/20
5,6,4,11,14,4,6/25
6,1,11,16,3,13,19/50
7,15,4,9,2,5,13/50
14,0,16,14,13,4,12/25
11,16,9,13,9,0,61/100
0,12,13,16,2,2,11/100
2,11,9,15,6,14,3/10
2,13,3,13,10,8,9/50
9,13,11,11,5,5,83/100
12,4,15,15,15,6,53/100
7,1,14,1,10,6,53/100
2,2,11,13,1,0,17/50
1,2,15,10,2,2,9/20
10,9,2,8,10,13,1/4
5,16,13,9,4,9,18/25
11,6,3,1,9,8,1/20
15,14,12,3,7,9,13/50
14,5,11,13,3,6,47/100
3,7,2,9,9,10,6/25
2,5,2,15,9,16,9/20
6,13,11,3,12,6,93/100
14,14,2,12,0,7,1
3,5,11,3,3,14,93/100
10,9,3,12,16,2,43/50
7,10,4,2,2,5,11/100
11,15,0,13,13,9,57/100
7,13,7,8,5,12,11/20
15,2,11,8,10,3,4/5
16,15,11,12,6,16,11/20
14,16,9,11,12,8,1/2
2,3,15,3,15,0,17/25
8,11,9,7,0,10,47/100
9,12,9,13,9,9,0
12,10,13,9,10,15,1/2
1,2,8,8,7,9,18/25
16,15,9,10,9,6,22/25
15,7,14,14,5,8,19/100
13,12,5,5,10,1,3/4
16,5,7,2,2,13,51/100
15,7,6,16,8,1,1/25
9,0,16,10,10,9,9/10
2,9,12,5,6,15,3/100
10,0,3,0,8,5,9/100
7,9,1,4,7,15,27/100
4,0,0,5,0,6,7/100
11,4,6,7,13,2,6/25
0,15,7,2,14,3,13/100
10,11,5,8,13,13,16/25
1,7,13,13,8,2,9/20
9,11,15,12,4,16,3/4
12,14,1,13,9,3,77/100
13,10,2,1,15,3,1/20
16,0,4,0,14,4,91/100
11,16,10,5,9,12,37/50
12,14,5,11,5,12,3/100
2,7,14,5,15,10,23/25
5,5,3,6,7,1,67/100
7,8,4,2,9,3,7/25
14,8,16,1,6,5,11/25
12,16,4,15,10,10,1/10
9,8,15,7,12,14,39/100
6,16,7,11,9,7,21/100
10,11,5,11,0,6,39/100
13,5,3,13,2,15,71/100
8,11,5,11,15,12,3/4
9,13,0,11,1,10,1/10
9,13,10,13,6,9,33/50
14,10,14,4,15,0,7/100
2,2,0,3,8,12,9/50
10,12,9,13,13,8,7/25
13,4,12,12,3,6,0
6,13,6,5,10,5,2/25
16,8,6,6,3,0,1/50
16,9,6,9,9,11,73/100
2,15,1,7,11,9,63/100
3,3,16,4,14,6,23/100
16,1,2,4,11,3,31/50
2,16,7,9,11,13,11/25
10,9,3,7,2,15,27/100
12,14,10,0,3,10,1/100
12,9,9,7,11,16,3/10
5,4,0,4,7,15,49/100
9,10,1,1,0,5,3/50
5,10,5,12,10,15,39/100
15,4,2,16,8,1,1/5
3,2,12,16,4,12,1
11,15,12,16,14,0,83/100
5,8,15,16,14,3,7/100
15,5,9,10,10,11,19/50
0,15,1,1,2,8,21/25
5,7,8,10,16,10,67/100
4,14,1,7,8,6,33/100
9,6,1,16,9,9,19/25
4,7,3,14,10,3,3/5
11,8,8,8,7,13,1/50
5,7,8,15,6,15,7/50
10,13,1,12,7,6,9/20
10,13,10,16,10,9,83/100
14,14,15,5,12,4,77/100
3,12,9,8,15,6,27/100
15,2,10,3,10,6,61/100
2,8,0,9,12,16,69/100
5,8,14,9,5,4,97/100
10,13,9,0,1,7,31/100
8,10,14,7,4,5,79/100
16,3,11,13,12,15,33/100
11,14,6,13,2,3,19/50
9,4,6,0,10,8,19/25
6,16,8,6,14,1,67/100
16,3,8,3,10,3,11/25
8,13,10,12,13,10,17/20
15,7,11,6,0,0,7/50
14,16,5,13,15,8,67/100
11,5,16,12,2,16,9/100
6,6,15,14,13,7,1/10
4,4,16,9,9,12,23/25
16,3,1,11,16,3,77/100
11,16,4,12,14,12,19/50
9,6,7,15,2,16,37/50
2,4,10,1,4,16,29/50
